stream,location,site,lat,long,date,meanT,maxT,minT,sdT
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-02-20,0.333333333,0.38,0.3,0.022586388
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-02-21,0.331666667,0.38,0.3,0.020359095
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-02-22,0.326666667,0.38,0.3,0.022586388
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-02-23,0.332916667,0.38,0.25,0.026780779
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-02-24,0.33,0.38,0.3,0.02431675
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-02-25,0.328333333,0.38,0.3,0.024963742
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-02-26,0.32,0.38,0.3,0.023590713
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-02-27,0.323333333,0.38,0.3,0.023343683
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-02-28,0.323333333,0.38,0.3,0.023343683
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-01,0.33,0.38,0.3,0.021264381
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-02,0.323333333,0.38,0.3,0.026154502
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-03,0.314583333,0.34,0.25,0.024133536
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-04,0.328333333,0.38,0.3,0.022001317
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-05,0.323333333,0.34,0.3,0.020144406
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-06,0.323333333,0.34,0.3,0.020144406
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-07,0.322916667,0.38,0.25,0.029705682
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-08,0.323333333,0.38,0.3,0.023343683
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-09,0.325,0.34,0.3,0.019781414
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-10,0.33,0.38,0.3,0.021264381
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-11,0.323333333,0.38,0.3,0.026154502
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-12,0.33,0.34,0.3,0.017693035
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-13,0.325833333,0.38,0.25,0.030204616
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-14,0.325,0.38,0.3,0.02303117
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-15,0.335,0.38,0.3,0.024494897
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-16,0.331666667,0.38,0.3,0.031161105
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-17,0.335,0.38,0.3,0.024494897
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-18,0.333333333,0.38,0.3,0.03045548
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-19,0.34,0.38,0.3,0.028892605
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-20,0.34,0.38,0.3,0.023590713
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-21,0.31125,0.34,0.25,0.023090088
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-22,0.394583333,0.64,0.3,0.112519725
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-23,0.469583333,1.11,0.3,0.257841865
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-24,0.750416667,2.1,0.3,0.605765625
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-25,0.83375,2.31,0.25,0.706256589
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-26,1.105833333,3,0.25,0.967299768
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-27,1.229583333,3.82,0.3,1.26211513
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-28,1.37375,3.64,0.3,1.243776901
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-29,1.330833333,3.34,0.3,1.118208648
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-30,1.154166667,4.76,0.3,1.415270497
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-03-31,1.33125,4.29,0.3,1.39135315
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-01,1.799166667,4.93,0.3,1.657737895
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-02,1.445833333,4.67,0.25,1.521497879
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-03,1.390833333,5.15,0.3,1.611377797
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-04,0.352083333,0.47,0.25,0.058827616
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-05,0.515833333,1.41,0.25,0.358789228
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-06,0.674583333,2.1,0.25,0.610188703
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-07,1.047083333,3.77,0.25,1.138246092
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-08,1.986666667,5.66,0.25,2.041277662
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-09,2.15875,5.36,0.55,1.725860371
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-10,1.16625,3.26,0.3,1.082620864
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-11,0.843333333,2.61,0.25,0.826757241
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-12,0.54,1.33,0.3,0.370862684
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-13,0.59,1.88,0.3,0.510464409
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-14,0.34125,0.47,0.25,0.061736643
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-15,1.385833333,4.12,0.3,1.358966732
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-16,1.596666667,5.06,0.3,1.666735071
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-17,1.612916667,4.29,0.25,1.486260201
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-18,3.1175,8.36,0.25,2.960446867
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-19,1.601666667,3.43,0.34,1.046956943
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-20,2.17625,5.62,0.3,2.061491255
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-21,2.798333333,6.82,0.25,2.405834695
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-22,2.32125,4.07,1.28,0.95035148
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-23,2.154166667,5.23,0.38,1.659986686
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-24,2.608333333,6.69,0.25,2.342448861
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-25,3.089583333,8.53,0.25,2.974451326
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-26,2.955416667,6.73,0.3,2.57880825
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-27,2.432916667,5.57,0.25,1.918501406
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-28,1.8975,4.29,0.25,1.458710717
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-29,2.781666667,6.13,0.81,1.85115162
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-04-30,4.221666667,10.04,0.34,3.52796735
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-01,4.1825,9.26,1.58,2.500383014
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-02,4.095833333,7.55,1.84,2.063837533
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-03,2.281666667,4.2,0.34,1.345125391
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-04,4.987916667,11.62,0.47,4.046643246
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-05,5.145,11.24,0.9,3.774851566
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-06,5.282083333,10.89,2.14,3.192329093
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-07,3.769583333,7.98,1.76,2.335131463
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-08,1.299166667,5.06,0.3,1.388311194
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-09,1.118333333,3.09,0.25,1.052829177
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-10,1.809583333,4.46,0.3,1.687613389
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-11,1.904583333,5.19,0.25,1.778352875
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-12,2.24,5.32,0.3,1.666759418
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-13,2.89125,6.48,0.43,2.05314671
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-14,3.37,5.23,1.76,1.202692631
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-15,5.91,11.71,1.28,3.797697243
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-16,5.17625,9.61,1.67,2.657590953
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-17,3.78875,7.25,1.41,2.10588887
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-18,3.14625,7.2,0.81,2.197365641
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-19,1.884166667,2.36,0.64,0.521318701
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-20,1.915,4.76,0.3,1.69183718
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-21,1.828333333,4.29,0.3,1.461383105
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-22,2.316666667,4.46,0.34,1.470387901
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-23,3.342083333,7.59,0.25,2.885287988
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-24,4.2275,7.16,1.33,1.965777311
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-25,5.165416667,9.56,1.24,3.055180887
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-26,4.227916667,8.92,1.16,2.69179426
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-27,3.856666667,7.68,1.88,2.102784214
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-28,2.787916667,4.07,2.06,0.768114457
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-29,1.949583333,2.87,1.54,0.401264081
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-30,1.986666667,3.6,0.68,0.969951441
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-05-31,3.965833333,6.22,2.06,1.476723508
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-01,5.312916667,7.72,2.87,1.766301661
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-02,5.5725,7.68,2.74,1.764192758
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-03,5.862083333,8.41,3.26,1.752739419
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-04,4.46,7.03,2.1,1.776469386
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-05,4.09,5.87,2.57,1.171476215
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-06,4.334583333,7.63,2.14,1.993969123
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-07,4.262916667,8.32,1.46,2.498295905
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-08,4.476666667,8.15,1.5,2.399002812
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-09,5.728333333,10.42,2.79,2.671912955
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-10,5.663333333,9.82,2.53,2.630598653
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-11,5.7825,9.65,3.13,2.188943064
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-12,5.845,8.15,4.12,1.444852934
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-13,5.416666667,6.86,4.24,0.861407678
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-14,3.92375,5.36,2.36,1.081644531
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-15,5.67,9.91,2.01,3.090991117
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-16,7.676666667,12.35,3.34,3.27099329
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-17,7.984583333,11.37,5.19,2.251944047
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-18,8.732083333,11.54,5.87,2.019937535
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-19,8.092916667,9.91,6.65,1.086768161
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-20,6.257083333,8.11,4.63,1.022518116
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-21,7.46625,11.45,3.86,2.959243165
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-22,9.410416667,12.7,5.53,2.636490551
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-23,9.82,12.1,6.82,1.798463112
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-24,10.26958333,12.27,8.06,1.28703731
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-25,9.835833333,12.91,6.35,2.290372889
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-26,10.87583333,13.81,7.55,2.201139856
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-27,11.82458333,14.63,8.62,2.085415148
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-28,11.80458333,13.43,9.56,1.295070853
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-29,11.4875,12.61,10.04,0.767187126
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-06-30,11.19208333,14.28,8.02,2.185495624
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-01,11.6975,13.68,9.86,1.279236355
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-02,11.74708333,14.41,9.74,1.490110819
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-03,13.30166667,16.21,10.77,1.904504196
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-04,13.70166667,16.64,10.85,1.949538779
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-05,13.91333333,17.33,10.77,2.193818721
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-06,14.22833333,17.8,11.15,2.197911393
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-07,14.26916667,17.37,11.45,2.139040656
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-08,14.63375,18.14,11.54,2.288258902
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-09,15.19583333,19.09,11.84,2.501194352
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-10,15.15458333,18.92,11.79,2.376228248
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-11,15.32208333,19.47,11.67,2.730518312
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-12,16.30708333,20.55,12.57,2.794177921
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-13,16.0025,19.77,12.87,2.146427264
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-14,16.31041667,20.07,13.08,2.340939015
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-15,16.24333333,19.04,13.68,1.919940367
blackrock,1A,blackrock_1A,43.82332,-110.34892,2022-07-16,16.69625,20.59,13.21,2.5779699
